ua,software,software_type,hw,pop
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) UB/2.0.6.0 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7 Mobile/11A470a Safari/9537.53",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.4 (KHTML, like Gecko) Qt/4.6.3 Safari/532.4",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_2 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) FlyFlow/1.2 Version/5.0.2 Mobile/8H7 Safari/6533.18.5",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 9.3.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.39 rv:23900.37.0",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.8 (KHTML, like Gecko) Version/5.1.8 Safari/534.58.2",5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E5181d Safari/601.1",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/534.34 (KHTML, like Gecko) COBA Safari/534.34",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_13 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 9_2 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A406 Safari/8536.25",6,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3.2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.1 Mobile/14A346 Safari/602.1",10.1,iOS,Mobile - Phone,Uncommon
Mac OS/ Safari,,--,,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en_au) AppleWebKit/600.1.4.15.16 (KHTML, like Gecko) Version/5.0.5 Safari/600.1.4.15.16",5,Mac OS X,Computer,Uncommon
Mozilla/5.0 (Macintosh; Intel Mac OS X 1094) AppleWebKit/537.77.4 (KHTML like Gecko) Version/7.0.5 Safari/537.77.4,7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8.3 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.11 rv:2110028.0.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/12.0 Mobile/14A403 Safari/602.1",12,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Safari/601.6.17",,macOS,Computer,Uncommon
"Mozilla/5.0 (undefined) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12",8,--,,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 Version/10.0 Safari/603.2.4 (AirWatch Browser v6.5.2)",10,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 Version/10.0 Safari/603.3.8 (AirWatch Browser v6.12)",10,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/538.15 (KHTML, like Gecko) Version/8.0 Safari/538.15",8,OpenBSD,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/604.1.23 (KHTML, like Gecko) Version/10.2 Safari/604.1.23",10.2,macOS,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B139 Safari/601.1",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.28 (KHTML, like Gecko) Version/11.0 Mobile/15A5318e Safari/604.1",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B367 Safari/531.21.10",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 EdgiOS/41.14.2.0 Mobile/13G36 Safari/601.1.46",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; cs-CZ) AppleWebKit/525.28.3 (KHTML, like Gecko) Version/3.2.3 Safari/525.29",3.2,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.6.3 (KHTML, like Gecko) Version/9.1 Safari/601.6.3",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A ACHEETAHI/2100502053",7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 3_2_1 like Mac OS X; de-de) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B405 Safari/531.21.10",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/6.2 Safari/537.85.10",6.2,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.7.12 (KHTML, like Gecko) Version/9.1 Safari/601.7.12",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/11.0 Mobile/15A421 Safari/600.1.4",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/10.0.1 Mobile/13D15 Safari/601.1",10,iOS,Mobile - Phone,Uncommon
Mac OS X 1068/Safari 5.1.7:Mozilla/5.0 (Macintosh; Intel Mac OS X 1068) AppleWebKit/537.13+ (KHTML like Gecko) Version/5.1.7 Safari/534.57.2,5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2 like Mac OS X) AppleWebKit/603.1.68 (KHTML, like Gecko) Version/10.6 Mobile/17A11F69 Safari/602.1",10.6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 7.1.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.4 rv:2040026.0.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 10.0; en-US) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",10.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.1.35 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.4",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC_Flyer_P510e; en-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Mobile,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 9.3.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.35 rv:23500.37.0",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321 Version/8.0 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Coast/4.51.96875 Mobile/13C71 Safari/7534.48.3",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iOS 10.0.1 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/4.48 rv:44800.26.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13) AppleWebKit/604.3.1 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.1",11,macOS,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Coast/4.40.93868 Mobile/12H143 Safari/7534.48.3",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 8_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Apple/12A365 Safari/528.16",4,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Version/3.1.2 Safari/525.21",3.1,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 9_3_1 like Mac OS X; en-IN) AppleWebKit/536.13.28 (KHTML, like Gecko) Version/7.0 Mobile/8C18a Safari/6533.18.5",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/9.0.4 Safari/533.20.27",9,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) Otter/0.5.01 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 11_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/11.0 Mobile/9B176 Safari/7534.48.3",11,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Coast/1.1.3.65998 Mobile/11B554a Safari/7534.48.3",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11) AppleWebKit/601.1.56 (KHTML, like Gecko) Safari/522.0",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A1",7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-GB) AppleWebKit/533.17.8 (KHTML, like Gecko; en-GB) Version/5.0.1 Safari/533.17.8",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone	OS 7_1_2 like	Mac	OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en_CA) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16 UNTRUSTED/1.0",4,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; zh-tw) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 8_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/8.0 Apple/12A365 Safari/528.16",8,iOS,Mobile - Phone,Uncommon
"""Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) FluidApp Version/2156 Safari/601.4.4",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; pt-BR) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.34 (KHTML, like Gecko) demobrowser/0.1 Safari/534.34",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN) AppleWebKit/531.1 (KHTML, like Gecko) FlyFlow/2.1 Version/5.0 Safari/531.1",5,Windows,Computer,Uncommon
Safari/6534.59.10 CFNetwork/454.12.4 Darwin/10.8.0 (i386) (MacBook2%2C1),,Darwin,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) ; Version/5.0.4; Safari/533.20.27; Trident/4.0)",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Stainless/0.8 like Version/5.1 Safari/534.48.3",5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-us) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8 FBSMTWB",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0(iPoddingon; U; CPU iPhone OS 11_0 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/11.0.0 Mobile/7B314 Safari/531.21.10",11,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC_Sensation_Z710e; en-se) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Mobile,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 7_1 like Mac OS X; en-US) AppleWebKit/535.20.26 (KHTML, like Gecko) Version/10.0.4 Mobile/8J4 Safari/535.20.26",10,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/11.1 Mobile/10A5376e Safari/8536.25",11.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/534.34 (KHTML, like Gecko) Designer Safari/534.34",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.05 Mobile/8A293 Safari/6531.22.7",4,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18 Edge/12.0",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.50 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.2; en-US) AppleWebKit/525.28 (KHTML, like Gecko) Version/3.2.2 Safari/525.28.1",3.2,Windows,Computer,Uncommon
"Mozilla/5.0 (iPod touch; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.21 (KHTML, like Gecko) Version/10.0 Mobile/15A5278f Safari/602.1",10,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_3 like Mac OS X; da-dk) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.1.5",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; es-es) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",5,Mac OS X,Computer,Uncommon
Mozilla/5.0 (iPhone; U; CPU iPhone OS 30 like Mac OS X; es-US) AppleWebKit/528.18 (KHTML like Gecko) Version/4.0 Mobile/7A341 Safari/528.16,4,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) 65.0.3325.146 Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; ko-kr) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1",3.2,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iOS 10.0.1 like Mac OS X; es_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/4.48 rv:44800.26.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/9.1.0 Safari/600.7.12",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPod touch; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13C75 Version/9.2 Safari/8536.25 Mobicip/432296096",9.2,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/11.2 Safari/7046A194A",11.2,macOS,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_13_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",8,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 Safari/603.3.8 Version/10.2.0.0.2",10.2,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; nl-nl) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13) AppleWebKit/604.1.24 (KHTML, like Gecko) Version/11.0 Safari/604.1.24",11,macOS,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/534.34 (KHTML, like Gecko) pythonw Safari/534.34",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Superbird/28.0.1500.71 Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_0_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Coast/1.1.2.64598 Mobile/11A501 Safari/7534.48.3",,iOS,Mobile - Tablet,Uncommon
MobileSafari/9537.53 CFNetwork/672.0.8 Darwin/14.0.0,,Darwin,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/537.1 (KHTML, like Gecko) version/5.1.1 Safari/537.1",5.1,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.23 (KHTML, like Gecko) Version/10.0 Mobile/14E5239e Safari/602.1",10,iOS,Mobile - Phone,Uncommon
Michaels/47.0.2526.73 Safari/537.36,,--,,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.11515345871224",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pt-pt) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",5,iOS,Mobile - Phone,Uncommon
Mozilla/5.0 (iPad; U; CPU OS 433 like Mac OS X; fr-CA) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5,5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) Trivore Locked Browser/2.0 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/11.1.Safari/603.3.8i/603.3.8",11.1,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/538.15 (KHTML, like Gecko) Safari/538.15 Version/6.0 dwb/commit 2014-06-14 9f4bdb9",6,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 7.1.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/3.3",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/3F40067E8",6,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.1 (KHTML, like Gecko) CEF/0.0.0.0 Safari/534.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.2.7 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.7",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 7.1.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPad/1 EtsyInc/3.3",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F61 Safari/600.1.4",8,iOS,Mobile - Phone,Uncommon
"Mozilla/6.0 (iPhone; CPU iPhone OS 9_32 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/9.0 Mobile/10A5376e Safari/8536.25",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; cs-CZ) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) WebVie Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_3 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/10.1 EdgiOS/41.1.0.36 Mobile/15A432 Safari/602.1",10.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-AU) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-CA) AppleWebKit/535.33 (KHTML, like Gecko) Version/5.1.5 Safari/535.33",5.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Safari/531.9",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; cs-cz) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F61 Version/7.0 Safari/9537.53 (AirWatch Browser v4.1.2.6)",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Mobile/14E304 Safari/601.1 bingipadclient",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; fr-fr) AppleWebKit/312.1 (KHTML, like Gecko) Safari/312",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_2_1 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",5,iOS,Mobile - Tablet,Uncommon
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.1 (KHTML like Gecko) Version/7.0.6 Safari/537.78.1,7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; ARM Mac OS X) AppleWebKit/538.15 (KHTML, like Gecko) Safari/538.15 Version/6.0 dwb/2014.02.06",6,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) adbeat.com/policy AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (X11; BSD Four) AppleWebKit/534.34 (KHTML, like Gecko) Qt/4.8.2 Safari/534.34",,A UNIX based OS,,Uncommon
